Nom_fichier	Numéro_Phrase	Dynamique	Lieu_objet	Lieu_loc	Temps	Acteur	Perc	Doc
1958-padog_20230710.xml	2274	pourront être adaptées suivant l’évolution générale du problème des activités dans les prochaines années et étendues	Ces superficies		dans les prochaines années		pourront	
1958-padog_20230710.xml	2275	L’aménagement de ces zones	ces zones				devra être exécuté selon un ordre d’urgence qui sera dicté par les nécessités	
1958-padog_20230710.xml	2277	la restructuration de la banlieue						
1958-padog_20230710.xml	2278	l’aménagement de ces noyaux	ces noyaux					
1958-padog_20230710.xml	2279	sont prévues	des zones d’activités	dans les villes périphériques de la Région Parisienne				
1958-padog_20230710.xml	2280	remise en ordre progressive des activités du secteur secondaire						
1958-padog_20230710.xml	2281	leur maintien						
1958-padog_20230710.xml	2283	l’implantation des diverses activités secondaires	diverses activités secondaires	de l’agglomération parisienne				
1958-padog_20230710.xml	2285	grouper dans certains secteurs des industries de même famille						
1958-padog_20230710.xml	2286	le regroupement d’industries complémentaires						
1958-padog_20230710.xml	2287	la création effective d’une nouvelle zone d’activités						
1958-padog_20230710.xml	2288	une opération de rénovation parisienne						
1958-padog_20230710.xml	2301	remplacement de bâtiments vétustes	bâtiments vétustes					
1958-padog_20230710.xml	2310	la construction d’immeubles entiers à usage de bureaux						
1958-padog_20230710.xml	2315	un déplacement simultané d’activités secondaires et tertiaires	activités secondaires et tertiaires	dans un centre important de province				
1958-padog_20230710.xml	2316	le maintien de certains services au grand complet	certains services au grand complet	à PARIS				
1958-padog_20230710.xml	2317	Leur installation		en province			est concevable	
1958-padog_20230710.xml	2320	activités tertiaires appelées à y demeurer ou même à s’y développer						
1958-padog_20230710.xml	2322	tendent à regrouper dans des nouveaux noyaux urbains, principaux et secondaires, des activités de toute nature						
1958-padog_20230710.xml	2323	pourront y être groupés						
1958-padog_20230710.xml	2324	la réorganisation de l’agglomération parisienne	l’agglomération parisienne					
1958-padog_20230710.xml	2328	une décentralisation ou d’un transfert						
1958-padog_20230710.xml	2331	leur transformation						
1958-padog_20230710.xml	2332	terrains à vocation industrielle, préalablement achetés et équipés	terrains à vocation industrielle			les collectivités locales		
1958-padog_20230710.xml	2333	un meilleur aménagement de l’ensemble du territoire						
1958-padog_20230710.xml	2334	transférer leur entreprise						
1958-padog_20230710.xml	2335	réalisation de zones d’activités	zones d’activités	dans la Région Parisienne			est possible	
1958-padog_20230710.xml	2336	l’aménagement de zones industrielles						
1958-padog_20230710.xml	2338	la construction de groupes d’immeubles d’habitation	groupes d’immeubles d’habitation	à proximité des zones d’activités				Le Plan d’Aménagement
1958-padog_20230710.xml	2344	les projets d’aménagement communaux ou intercommunaux						
1958-padog_20230710.xml	2347	réaliser l’aménagement de ces zones d’activités	ces zones d’activités			Les organismes susceptibles		
1958-padog_20230710.xml	2348	L’aménagement d’une Zone à Urbaniser par Priorité	une Zone à Urbaniser par Priorité					
1958-padog_20230710.xml	2350	une telle création						
1958-padog_20230710.xml	2352	l’installation ou tout au moins le renforcement des réseaux publics	réseaux publics			Pouvoirs Publics		
1958-padog_20230710.xml	2354	nouvelles zones d’activités						
1958-padog_20230710.xml	2355	la réalisation de zones	zones	aux emplacements déterminés par les Plans d’Urbanisme				
1958-padog_20230710.xml	2361	le développement ou le simple maintien des activités primaires	activités primaires					
1958-padog_20230710.xml	2363	l’aménagement d’espaces verts						
1958-padog_20230710.xml	2364	création nouvelles						
1958-padog_20230710.xml	2367	la réinstallation des établissements visés						
1958-padog_20230710.xml	2370	sont à aménager						
1958-padog_20230710.xml	2373	le développement des activités tertiaires	activités tertiaires					
1958-padog_20230710.xml	2374	la restructuration de la banlieue parisienne						
1958-padog_20230710.xml	2378	l’extension d’établissements existants						
1958-padog_20230710.xml	2379	la création ou l’extension de bureaux commerciaux ou professionnels	bureaux commerciaux ou professionnels				contrôler et empêcher	
1958-padog_20230710.xml	2380	la décentralisation des établissements relevant ou non de l’État	établissements relevant ou non de l’État					
1958-padog_20230710.xml	2382	créer et aménager de nouvelles zones d’activités						
1958-padog_20230710.xml	2384	certaines bourgades rurales de la région menacées de dépérir						
1958-padog_20230710.xml	2385	la création de zones de logements et d’activités						
1958-padog_20230710.xml	2386	une décentralisation ou du maintien						
1958-padog_20230710.xml	2409	des prévisions d’aménagement et d’organisation générale de la Région Parisienne	la Région Parisienne					
1958-padog_20230710.xml	2412	des activités industrielles installées	des activités industrielles	au cœur de PARIS			souvent dans de mauvaises conditions	
1958-padog_20230710.xml	2413	une agglomération toujours en voie d’extension	une agglomération					
1958-padog_20230710.xml	2415	a donné naissance à des « communes-dortoirs »	des « communes-dortoirs »					
1958-padog_20230710.xml	2427	aient été construits						
1958-padog_20230710.xml	2428	des quartiers vétustes ou insalubres qui sont à rénover						
1958-padog_20230710.xml	2437	une Capitale, mieux équipée et mieux aménagée	une Capitale				mieux	
1958-padog_20230710.xml	2440	le développement des capitales régionales	capitales régionales					
1958-padog_20230710.xml	2443	extensions ou des reconversions nécessaires d'entreprises	entreprises				nécessaires	
1958-padog_20230710.xml	2445	la réalisation						
1958-padog_20230710.xml	2447	renouvellement du patrimoine immobilier						
1958-padog_20230710.xml	2449	la création de pôles d’attraction						
1958-padog_20230710.xml	2451	un développement et un accroissement modéré des villes périphériques de MANTES, CREIL, MEAUX, MONTEREAU, MELUN, ÉTAMPES, etc.						
1958-padog_20230710.xml	2453	AMÉLIORER L’ÉQUIPEMENT de PARIS et surtout de la banlieue et de la zone rurale	la zone rurale				AMÉLIORER	
1958-padog_20230710.xml	2456	réaliser dans les meilleures conditions toute opération d’urbanisme de quelque importance					dans les meilleures conditions	
1958-padog_20230710.xml	2461	la rénovation de quartiers vétustes ou insalubres de PARIS et de sa banlieue						
1958-padog_20230710.xml	2462	la réalisation						
1958-padog_20230710.xml	2464	renouvellement du patrimoine immobilier						
1958-padog_20230710.xml	2466	nouvelles zones d’activités	zones d’activités					
1958-padog_20230710.xml	2469	construction de logements nouveaux	logements nouveaux					
1958-padog_20230710.xml	2475	l’aménagement de plus de 200 carrefours à niveaux différents						
1958-padog_20230710.xml	2477	les premières réalisations devraient être les transversales Est-Ouest et Nord-Sud						
1958-padog_20230710.xml	2479	le report de l’aéroport de VILLACOUBLAY						
1958-padog_20230710.xml	2482	l’extension de 8 existants						
1958-padog_20230710.xml	2483	nouveaux marchés d’intérêt national de la viande	marchés d’intérêt national de la viande	à La Villette				
1958-padog_20230710.xml	2484	prévoit également des couloirs de passage de lignes à très haute tension						
1958-padog_20230710.xml	2485	l’aménagement des ouvrages						
1958-padog_20230710.xml	2489	les secteurs interdits à la construction	les secteurs					
1958-padog_20230710.xml	2493	la création de nouveaux espaces verts et de véritables couloirs de verdure						
1958-padog_20230710.xml	2495	la création de 21 cimetières intercommunaux et de 4 cimetières régionaux	4 cimetières régionaux					
2005-Reichen_20230710.xml	7	équilibrer les territoires urbains	les territoires urbains					
2005-Reichen_20230710.xml	14	la reconversion du patrimoine industriel	patrimoine industriel					
2005-Reichen_20230710.xml	16	ma vision ultérieure de la ville	la ville					
2005-Reichen_20230710.xml	19	projet urbain						
2005-Reichen_20230710.xml	20	leur mutation						
2005-Reichen_20230710.xml	21	intervenir par l’action urbaine						
2005-Reichen_20230710.xml	22	naîtrait spontanément	une ville émergente				spontanément	
2005-Reichen_20230710.xml	26	les projets urbains						
2005-Reichen_20230710.xml	27	la reconversion						
2005-Reichen_20230710.xml	28	la reconversion						
2005-Reichen_20230710.xml	31	réutiliser un patrimoine						
2005-Reichen_20230710.xml	32	la reconversion					s’est ensuite banalisée	
2005-Reichen_20230710.xml	34	extension interne de la ville						
2005-Reichen_20230710.xml	35	les ruptures territoriales					les ruptures	
2005-Reichen_20230710.xml	37	la filature Prouvost à Tourcoing, reconvertie	la filature Prouvost à Tourcoing		en 1983			
2005-Reichen_20230710.xml	38	Transformer une grande filature	une grande filature				n’était pas une évidence	
2005-Reichen_20230710.xml	39	réappropriation de l’espace	l’espace				une forme légitime	
2005-Reichen_20230710.xml	40	stabiliser et de valoriser un espace habité très particulier, celui des féodalités de l’industrie du XIXe siècle	un espace habité très particulier, celui des féodalités de l’industrie du XIXe siècle				ce projet avait pour autre vertu	
2005-Reichen_20230710.xml	41	production de la ville	la ville				un outil essentiel	
2005-Reichen_20230710.xml	42	transformer	le site de l’Union	sur 70 hectares inscrits dans les traces du parcellaire industriel	Vingt ans plus tard			
2005-Reichen_20230710.xml	43	l’avenir de ce quartier		ce quartier				
2005-Reichen_20230710.xml	45	800 hectares libérés	800 hectares	la sidérurgie à Seraing dans la métropole liégeoise				
2005-Reichen_20230710.xml	46	la gare de Liège, transformée	la gare de Liège			Santiago Calatrava		
2005-Reichen_20230710.xml	48	l’avenir des villes	villes					
2005-Reichen_20230710.xml	50	la reconversion						
2005-Reichen_20230710.xml	53	valorisation urbaine						
2005-Reichen_20230710.xml	58	projet urbain						
2005-Reichen_20230710.xml	81	projet du tramway de Caen						
2005-Reichen_20230710.xml	82	embellissement					embellissement	
2005-Reichen_20230710.xml	85	a dénaturé un grand nombre de lieux simples						
2005-Reichen_20230710.xml	93	développement urbain						
2005-Reichen_20230710.xml	97	le Grand Projet de ville	ville	d’Hérouville				
2005-Reichen_20230710.xml	98	une transformation mesurée qui est menée						
2005-Reichen_20230710.xml	99	le renouvellement urbain						
2005-Reichen_20230710.xml	100	tout projet urbain important						
2005-Reichen_20230710.xml	101	corridors de développement	corridors	dans le bassin industriel				
2005-Reichen_20230710.xml	102	la transformation d’une infrastructure						
