Nom_fichier	Numéro_Phrase	Dynamique	Cause	Res	Obj
2005-Reichen_CE_Oct23.xml	147	produire la ville	none	la ville	none
2005-Reichen_CE_Oct23.xml	165	un processus de transformation	les Jeux	none	none
2005-Reichen_CE_Oct23.xml	166	construire une « fondation pour le futur »	none	une « fondation pour le futur »	none
2005-Reichen_CE_Oct23.xml	166	ont été installés	none	le handball	none
2005-Reichen_CE_Oct23.xml	168	Redessiner la mer	none	none	none
2005-Reichen_CE_Oct23.xml	168	relier la côte à la ville	none	par une esplanade de 800 mètres de longueur	none
2005-Reichen_CE_Oct23.xml	168	résorption des grandes infrastructures routières	none	none	none
2005-Reichen_CE_Oct23.xml	168	la reconversion	none	none	none
2005-Reichen_CE_Oct23.xml	168	produire un espace « capable »	none	un espace « capable »	none
2005-Reichen_CE_Oct23.xml	168	un projet urbain	none	none	none
2005-Reichen_CE_Oct23.xml	233	concevoir des formes urbaines denses et compactes	none	des formes urbaines denses et compactes	none
2005-Reichen_CE_Oct23.xml	247	voit s’installer	none	espaces « hypermodernes »	none
2005-Reichen_CE_Oct23.xml	248	formes extrêmes conçues	none	formes extrêmes	none
2005-Reichen_CE_Oct23.xml	250	production de l’espace urbain	none	l’espace urbain	none
1958-padog_CE_Oct23_GP.xml	3	se sont édifiés	none	Des milliers de logements sans confort	none
1958-padog_CE_Oct23_GP.xml	9	ont surgi	none	De véritables villes nouvelles	none
1958-padog_CE_Oct23_GP.xml	18	devenir au cours des 80 dernières années cette agglomération géante	none	cette agglomération géante	none
1958-padog_CE_Oct23_GP.xml	18	a grandi lentement	none	none	none
1958-padog_CE_Oct23_GP.xml	18	garder un équilibre harmonieux entre les différentes parties de la ville	none	none	none
1958-padog_CE_Oct23_GP.xml	18	son embellissement et à son équipement	none	none	none
1958-padog_CE_Oct23_GP.xml	19	la croissance de PARIS	none	none	afin de mieux assurer, selon les époques, la sécurité, la circulation, la police et...
1958-padog_CE_Oct23_GP.xml	21	en bâtissant les enceintes successives de Paris	none	les enceintes successives de Paris	none
1958-padog_CE_Oct23_GP.xml	24	se sons basties	none	le grand nombre de maisons	none
1958-padog_CE_Oct23_GP.xml	24	se bastissent	none	le grand nombre de maisons	none
1958-padog_CE_Oct23_GP.xml	25	de nombreux espaces libres pour bâtir	le Roi prête cent mille francs	none	none
1958-padog_CE_Oct23_GP.xml	25	élargir l’enceinte	le Roi prête cent mille francs	nouveaux quartiers	none
1958-padog_CE_Oct23_GP.xml	25	la création de nouveaux quartiers	none	none	none
1958-padog_CE_Oct23_GP.xml	29	devront être matérialisées	none	ces nouvelles limites	none
1958-padog_CE_Oct23_GP.xml	32	l’accroissement continuel et de l’augmentation de « la grande ville	provoqué par « la nécessité des affaires, le désir d’apprendre, le plaisir ou la curiosité »	none	none
1958-padog_CE_Oct23_GP.xml	33	fut donc commencée	none	Une nouvelle enceinte	none
1958-padog_CE_Oct23_GP.xml	33	des aménagements intérieurs	none	none	none
1958-padog_CE_Oct23_GP.xml	33	l’embellissement et aux commodités de la ville	none	none	none
1958-padog_CE_Oct23_GP.xml	33	création de places	none	places	none
1958-padog_CE_Oct23_GP.xml	33	percements de rues	none	none	none
1958-padog_CE_Oct23_GP.xml	38	Ce nouveau périmètre	none	accroît à son tour la superficie de Paris et du même coup ses maux et désordres	none
1958-padog_CE_Oct23_GP.xml	38	accroît à son tour la superficie de Paris	Ce nouveau périmètre, appelé à tort « enceinte » des Fermiers Généraux	none	none
1958-padog_CE_Oct23_GP.xml	41	ont été tracés	none	none	none
1958-padog_CE_Oct23_GP.xml	41	bouleverse les vieux quartiers de Paris	none	none	none
1958-padog_CE_Oct23_GP.xml	41	transforme	none	en une ville moderne	none
1958-padog_CE_Oct23_GP.xml	45	réalisés	none	réalisés	none
1958-padog_CE_Oct23_GP.xml	45	ne tardèrent pas à occuper des surfaces égales à près d’une fois et demi celle de Paris (13.000 hectares)	none	none	none
1958-padog_CE_Oct23_GP.xml	52	La démolition des anciennes fortifications de la Capitale	none	ont définitivement effacé les traces de la dernière enceinte qui séparait encore la ville de sa banlieue	none
1958-padog_CE_Oct23_GP.xml	52	la construction d’importants programmes de logements	none	ont définitivement effacé les traces de la dernière enceinte qui séparait encore la ville de sa banlieue	none
1958-padog_CE_Oct23_GP.xml	52	ont définitivement effacé les traces de la dernière enceinte	la construction d’importants programmes de logements, tant sur cet emplacement que sur celui de l’ancienne « zone »	none	none
1958-padog_CE_Oct23_GP.xml	76	Les transformations à apporter	none	none	en vue de satisfaire à cette évolution aux divers réseaux de communication, d’énergie, d’adduction d’eau et d’assainissement
1958-padog_CE_Oct23_GP.xml	77	devront être concentrés, groupés ou créés les différents services publics	none	les différents services publics	none
1958-padog_CE_Oct23_GP.xml	82	seront implantées les activités	none	les activités	none
1958-padog_CE_Oct23_GP.xml	82	le maintien	none	none	none
1958-padog_CE_Oct23_GP.xml	82	l’extension	none	none	none
1958-padog_CE_Oct23_GP.xml	82	la création	none	none	none
1958-padog_CE_Oct23_GP.xml	84	les parcs urbains à aménager ou à créer	none	les parcs urbains	none
1958-padog_CE_Oct23_GP.xml	87	n’ayant nullement l’ambition de dessiner le PARIS de l’AN 2.000	none	le PARIS de l’AN 2.000	none
1958-padog_CE_Oct23_GP.xml	87	une volonté d’aménagement et d’organisation	none	none	none
1958-padog_CE_Oct23_GP.xml	101	toutes les réalisations nouvelles, tant en matière de construction que d’équipement	none	toutes les réalisations nouvelles	none
1958-padog_CE_Oct23_GP.xml	181	l’aménagement et l’organisation générale de l’agglomération parisienne et de sa Région	none	none	none
1958-padog_CE_Oct23_GP.xml	181	n’a pu être réalisé	none	l’équipement indispensable	none
1958-padog_CE_Oct23_GP.xml	185	La centralisation ferroviaire et routière	une politique de plus en plus affirmée au cours des siècles	none	none
1958-padog_CE_Oct23_GP.xml	185	son accroissement particulièrement rapide	none	none	none
1958-padog_CE_Oct23_GP.xml	191	nouveaux groupes d'habitation terminés	none	nouveaux groupes d'habitation	none
1958-padog_CE_Oct23_GP.xml	191	nouveaux groupes d'habitation	none	none	none
1958-padog_CE_Oct23_GP.xml	287	entraînera obligatoirement des localisations nouvelles	none	des localisations nouvelles	none
1958-padog_CE_Oct23_GP.xml	299	Des tracés importants apparus	none	Des tracés importants	none
1958-padog_CE_Oct23_GP.xml	299	les réalisations d’Haussmann	none	ont permis à PARIS de vivre jusqu’à présent	none
1958-padog_CE_Oct23_GP.xml	300	aucune opération d’envergure	none	none	none
1958-padog_CE_Oct23_GP.xml	300	s’y sont développées	none	usines	none
1958-padog_CE_Oct23_GP.xml	301	ont été gâchés	none	none	none
1958-padog_CE_Oct23_GP.xml	301	les récents groupes de grands immeubles implantés	none	les récents groupes de grands immeubles	none
1958-padog_CE_Oct23_GP.xml	301	n’ont pas effacé les tristes lotissements de la première moitié du siècle	none	none	none
1958-padog_CE_Oct23_GP.xml	317	Cet assainissement des quartiers nobles	none	none	doit leur conserver l’animation, l’exubérance même, qui marquent d’une façon si caractéristique l’ambiance de PARIS, et qui sont à l’origine de son rayonnement
1958-padog_CE_Oct23_GP.xml	318	mise en valeur	none	none	none
1958-padog_CE_Oct23_GP.xml	318	interdisant des expansions administratives inconsidérées	none	qui en troubleraient le charme et la quiétude	none
1958-padog_CE_Oct23_GP.xml	324	la création de nombreux services et commerces	none	nombreux services et commerces	none
1958-padog_CE_Oct23_GP.xml	324	leur permettent de se moderniser	none	none	none
1958-padog_CE_Oct23_GP.xml	325	leur densification	none	rend plus malaisée l’installation des services publics indispensables	none
1958-padog_CE_Oct23_GP.xml	325	l’installation des services publics indispensables	leur densification	services publics indispensables	none
1958-padog_CE_Oct23_GP.xml	329	Une rénovation complète de ces quartiers	none	none	dégager des surfaces au sol
1958-padog_CE_Oct23_GP.xml	329	en récupérant des emplacements « mal occupés »	none	none	none
1958-padog_CE_Oct23_GP.xml	329	dégager des surfaces au sol	none	none	none
1958-padog_CE_Oct23_GP.xml	329	la création d’espaces verts	none	espaces verts	none
1958-padog_CE_Oct23_GP.xml	329	l’implantation des services publics	none	services publics	none
1958-padog_CE_Oct23_GP.xml	329	renouvellement progressif de l’habitat	none	none	none
1958-padog_CE_Oct23_GP.xml	332	Leur rénovation progressive	none	none	doit conduire à les aérer
1958-padog_CE_Oct23_GP.xml	347	ont grossi progressivement	none	jusqu’à former une énorme agglomération de plus de 4 millions d’habitants	none
1958-padog_CE_Oct23_GP.xml	347	former une énorme agglomération	Les 214 communes qui la constituent autour de PARIS ont grossi progressivement	une énorme agglomération	none
1958-padog_CE_Oct23_GP.xml	350	réalisations	none	none	none
1958-padog_CE_Oct23_GP.xml	350	des réalisations de qualité	none	none	none
1958-padog_CE_Oct23_GP.xml	350	construit	none	des immeubles collectifs	none
1958-padog_CE_Oct23_GP.xml	366	l’extension	none	none	none
1958-padog_CE_Oct23_GP.xml	366	une réalisation normale des équipements	none	équipements	none
1958-padog_CE_Oct23_GP.xml	377	en créant ou aménageant des noyaux fortement urbanisés et équipés	none	des noyaux fortement urbanisés et équipés	none
1958-padog_CE_Oct23_GP.xml	377	en restructurant l’agglomération	none	none	none
1958-padog_CE_Oct23_GP.xml	379	reconquérir et rénover les noyaux anciens de la banlieue	none	none	none
1958-padog_CE_Oct23_GP.xml	379	créer des noyaux nouveaux	none	des noyaux nouveaux	none
1958-padog_CE_Oct23_GP.xml	391	conservent ou apportent à cette zone rurale particulièrement sensible une activité propre	des dispositions générales d’aménagement	none	none
1958-padog_CE_Oct23_GP.xml	391	son maintien	none	none	none
1958-padog_CE_Oct23_GP.xml	424	toute construction d'immeuble privé	none	immeuble privé	none
1958-padog_CE_Oct23_GP.xml	434	un développement considérable des nouvelles activités à caractère scientifique, principalement centres de recherches et laboratoires d’études de toute nature	none	none	none
1958-padog_CE_Oct23_GP.xml	434	sans être installés	none	laboratoires d’études de toute nature	none
1958-padog_CE_Oct23_GP.xml	434	se sont dispersées	none	none	none
1958-padog_CE_Oct23_GP.xml	460	le déplacement des établissements industriels les plus gênants ou les plus insalubres	none	none	none
1958-padog_CE_Oct23_GP.xml	460	ont été progressivement entourés de quartiers d’habitations	none	de quartiers d’habitations	none
1958-padog_CE_Oct23_GP.xml	460	leur transformation	none	none	none
1958-padog_CE_Oct23_GP.xml	460	leur développement	none	none	none
1958-padog_CE_Oct23_GP.xml	463	Les transformations ou extensions	none	none	none
1958-padog_CE_Oct23_GP.xml	463	la création d’établissements ou d’organismes nouveaux	none	établissements ou d’organismes nouveaux	none
1958-padog_CE_Oct23_GP.xml	463	peut raisonnablement être implanté	none	none	none
1958-padog_CE_Oct23_GP.xml	473	la création de nouveaux noyaux urbains	none	nouveaux noyaux urbains	none
1958-padog_CE_Oct23_GP.xml	473	seront groupés habitations, emplois et tous les services indispensables à une vie urbaine organisée rationnellement	none	tous les services indispensables à une vie urbaine organisée rationnellement	none
1958-padog_CE_Oct23_GP.xml	474	Ces nouveaux noyaux	none	noyaux	none
1958-padog_CE_Oct23_GP.xml	474	devront être spécialement étudiés	none	none	pour constituer des « pôles d’attraction » importants, des centres « d’approvisionnement » en biens de toute nature, de culture, de services et d’emplois
1958-padog_CE_Oct23_GP.xml	474	constituer des « pôles d’attraction » importants, des centres « d’approvisionnement » en biens de toute nature, de culture, de services et d’emplois	none	des centres « d’approvisionnement » en biens de toute nature, de culture, de services et d’emplois	none
1958-padog_CE_Oct23_GP.xml	475	ces créations	none	none	none
1958-padog_CE_Oct23_GP.xml	475	doivent être réalisés	none	les éléments d’équipement	none
1958-padog_CE_Oct23_GP.xml	476	judicieusement groupés	none	none	none
1958-padog_CE_Oct23_GP.xml	476	l’installation et le développement d’éléments du secteur privé	none	éléments du secteur privé	none
1958-padog_CE_Oct23_GP.xml	477	noyaux urbains nouveaux	none	noyaux urbains	none
1958-padog_CE_Oct23_GP.xml	478	grouper des programmes de logements importants	none	programmes de logements importants	none
1958-padog_CE_Oct23_GP.xml	478	implanter des hôpitaux généraux ou spécialisés, des facultés ou collèges universitaires, des lycées et écoles, etc.en un mot des services publics indispensables à la vie de cette population	none	des services publics indispensables à la vie de cette population	none
1958-padog_CE_Oct23_GP.xml	478	pourront-elles y être implantées	none	des activités secondaires	none
1958-padog_CE_Oct23_GP.xml	480	la réussite de ces nouveaux centres urbains	none	none	none
1958-padog_CE_Oct23_GP.xml	480	ces nouveaux centres urbains	none	centres urbains	none
1958-padog_CE_Oct23_GP.xml	482	la masse de réalisations	none	none	none
1958-padog_CE_Oct23_GP.xml	482	la création de plusieurs de ces noyaux	none	plusieurs de ces noyaux	none
1958-padog_CE_Oct23_GP.xml	487	puissent y trouver place les programmes de logements (à densité assez forte), les services publics prévus et ceux qui peuvent être envisagés, et les installations privées	none	les installations privées	none
1958-padog_CE_Oct23_GP.xml	487	doivent être non seulement disponibles mais aménagés	none	none	none
1958-padog_CE_Oct23_GP.xml	489	créer une véritable ville nouvelle	none	une véritable ville nouvelle	none
1958-padog_CE_Oct23_GP.xml	493	nouvelles villes anglaises	none	villes anglaises	none
1958-padog_CE_Oct23_GP.xml	495	Villes nouvelles	none	Villes	none
1958-padog_CE_Oct23_GP.xml	497	Villes nouvelles	none	Villes	none
1958-padog_CE_Oct23_GP.xml	500	VILLES CRÉÉES	none	VILLES	none
1958-padog_CE_Oct23_GP.xml	502	pourra, le cas échéant, être créé	none	un point d’arrêt nouveau	none
1958-padog_CE_Oct23_GP.xml	503	se sont créés ainsi le long des voies ferrées près des gares, des agglomérations telles que GOUSSAINVILLE, SEVRAN, SAVIGNY-SUR-ORGE, etc	none	des agglomérations telles que GOUSSAINVILLE, SEVRAN, SAVIGNY-SUR-ORGE, etc	none
1958-padog_CE_Oct23_GP.xml	504	leur création	none	cités-dortoirs	none
1958-padog_CE_Oct23_GP.xml	505	construire des cités de 20 ou 30.000 habitants	none	des cités de 20 ou 30.000 habitants	none
1958-padog_CE_Oct23_GP.xml	505	organiser	none	none	none
1958-padog_CE_Oct23_GP.xml	505	leur apporter des activités indispensables	none	none	none
1958-padog_CE_Oct23_GP.xml	508	de telles réalisations	none	none	none
1958-padog_CE_Oct23_GP.xml	508	auraient tendance à se souder	none	none	none
1958-padog_CE_Oct23_GP.xml	508	constitueraient ainsi de véritables prolongements tentaculaires	none	de véritables prolongements tentaculaires	none
1958-padog_CE_Oct23_GP.xml	511	la création de villes satellites échelonnées	none	villes satellites échelonnées	none
1958-padog_CE_Oct23_GP.xml	513	la création de cités nouvelles importantes	none	cités nouvelles importantes	none
1958-padog_CE_Oct23_GP.xml	514	la réorganisation de la banlieue	none	none	none
1958-padog_CE_Oct23_GP.xml	514	noyaux urbains nouveaux à créer	none	noyaux urbains	none
1958-padog_CE_Oct23_GP.xml	516	CRÉATION DE VILLES SATELLITES	none	VILLES SATELLITES	none
1958-padog_CE_Oct23_GP.xml	523	CITÉS NOUVELLES	none	CITÉS	none
1958-padog_CE_Oct23_GP.xml	524	nouveaux centres urbains	none	centres urbains	none
1958-padog_CE_Oct23_GP.xml	525	Nouvelles zones d'activités	none	zones d'activités	none
1958-padog_CE_Oct23_GP.xml	537	ne pourrait pas être adapté aux nouveaux besoins	none	none	none
1958-padog_CE_Oct23_GP.xml	537	faudrait en créer un autre	none	un autre	none
1958-padog_CE_Oct23_GP.xml	537	la ville nouvelle	none	la ville	none
1958-padog_CE_Oct23_GP.xml	538	seraient à créer	none	les services publics	none
1958-padog_CE_Oct23_GP.xml	539	la création d’une ville entièrement nouvelle	none	une ville entièrement nouvelle	none
1958-padog_CE_Oct23_GP.xml	540	une extension modérée	none	none	qui leur permette d’assimiler, sans perdre leur caractère, une population nouvelle égale ou légèrement supérieure à leur population actuelle
1958-padog_CE_Oct23_GP.xml	545	ne crée pas une ville	none	une ville	none
1958-padog_CE_Oct23_GP.xml	545	créer une ville	none	une ville	none
1958-padog_CE_Oct23_GP.xml	548	la construire	none	la	none
1958-padog_CE_Oct23_GP.xml	548	la doter des équipements voulus	none	équipements voulus	none
1958-padog_CE_Oct23_GP.xml	551	créer une ville	none	une ville	none
1958-padog_CE_Oct23_GP.xml	553	pourrait y créer par exemple une Faculté	none	une Faculté	none
1958-padog_CE_Oct23_GP.xml	553	créer de véritables villes universitaires	none	véritables villes universitaires	à l’image d’OXFORD ou de CAMBRIDGE
1958-padog_CE_Oct23_GP.xml	561	construire les logements	none	les logements	none
1958-padog_CE_Oct23_GP.xml	561	créer les services publics	none	les services publics	none
1958-padog_CE_Oct23_GP.xml	564	ces villes nouvelles	none	ces villes	none
1958-padog_CE_Oct23_GP.xml	564	une telle création	none	la publicité	none
